id;gender;geographical_area;edu_qualification;employment_status;age_score;age_label;FA1;FA2;FA3;FA;FK1;FK2;FK3;FK4;FK5;FK6;FK7;FK;FB1;FB2;FB3;FB4;FB5;FB6;FB7;FB8;FB
1531;F;North-east;70;Retired;3;Anziani;5;5;5;5;1;1;1;0;0;0;0;3;1;1;0;0;0;0;0;1;3
1532;F;Centre;50;Employed;2;Adulti;4;4;4;4;1;1;1;1;1;1;1;7;1;1;0;1;0;0;0;1;4
1533;F;North-west;50;Homemaker;3;Anziani;3;3;3;3;1;1;1;0;1;1;0;5;1;1;0;1;0;0;0;1;4
1534;M;North-east;50;Employed;2;Adulti;4;4;4;4;1;1;1;0;1;1;1;6;1;1;1;1;1;1;0;1;7
1535;F;North-west;40;Student;1;Giovani;3;3;3;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
1536;M;North-west;80;Retired;3;Anziani;3;4;3;3,33;1;0;0;0;0;0;1;2;1;1;0;0;0;0;0;1;3
1537;F;Centre;50;Employed;1;Giovani;3;4;4;3,67;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
1538;M;Centre;50;Student;1;Giovani;3;3;3;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1
1539;M;North-west;40;Retired;3;Anziani;4;3;3;3,33;0;1;0;0;0;1;0;2;1;1;0;1;1;1;2;1;8
1540;M;North-west;20;Employed;2;Adulti;2;4;2;2,67;0;1;0;0;1;1;0;3;1;0;0;1;1;1;0;1;5
1541;M;North-west;20;Self-employed;2;Adulti;3;4;4;3,67;1;1;1;0;0;0;1;4;1;1;1;1;1;0;0;1;6
1542;M;North-west;50;Employed;1;Giovani;3;2;2;2,33;1;1;0;0;0;1;1;4;0;1;0;1;0;1;0;1;4
1543;F;North-west;50;Retired;3;Anziani;3;3;3;3;1;1;0;0;1;1;1;5;0;1;0;1;0;0;0;1;3
1544;M;North-west;50;Employed;1;Giovani;3;5;5;4,33;1;1;0;0;1;1;1;5;1;1;0;1;1;1;0;1;6
1545;F;North-west;70;Student;1;Giovani;3;3;3;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1
1546;M;North-west;30;Employed;1;Giovani;1;3;3;2,33;1;1;1;0;1;1;0;5;1;1;1;1;1;1;2;0;8
1547;F;North-west;70;Retired;3;Anziani;3;4;2;3;1;0;0;0;0;1;0;2;0;1;0;0;1;0;2;1;5
1548;F;North-west;50;Employed;2;Adulti;2;4;2;2,67;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;2
1549;F;North-east;40;Employed;1;Giovani;4;4;3;3,67;1;1;1;1;1;1;0;6;1;1;0;1;0;0;0;1;4
1550;F;North-west;50;Self-employed;1;Giovani;3;4;3;3,33;0;1;0;0;0;1;1;3;1;1;1;1;0;1;0;1;6
1551;F;North-west;70;Homemaker;2;Adulti;4;2;5;3,67;0;1;1;0;1;0;0;3;1;0;1;0;0;0;0;1;3
1552;M;North-west;50;Retired;3;Anziani;4;3;3;3,33;1;1;1;0;0;1;0;4;1;1;0;1;1;0;0;1;5
1553;M;North-west;40;Employed;3;Anziani;4;4;4;4;1;1;1;1;0;1;0;5;1;1;0;1;0;0;0;1;4
1554;F;North-west;20;Self-employed;2;Adulti;2;3;3;2,67;0;1;1;0;1;1;0;4;1;1;0;1;1;0;0;1;5
1555;M;Islands;20;Self-employed;1;Giovani;2;4;4;3,33;0;1;1;0;1;1;0;4;1;1;0;1;1;1;0;1;6
1556;M;North-west;20;Employed;3;Anziani;3;3;4;3,33;1;1;1;0;1;1;0;5;1;1;0;0;0;0;0;1;3
1557;F;Centre;30;Employed;1;Giovani;3;4;4;3,67;1;1;0;0;1;0;1;4;1;1;0;1;1;1;0;1;6
1558;M;North-east;50;Employed;1;Giovani;2;3;3;2,67;1;1;1;1;1;1;0;6;1;1;0;1;0;1;0;1;5
1559;M;North-west;20;Employed;1;Giovani;3;3;4;3,33;0;1;0;0;1;1;0;3;1;0;0;0;1;1;0;1;4
1560;F;North-east;50;Homemaker;2;Adulti;5;4;4;4,33;1;1;0;0;0;0;0;2;1;1;0;0;0;0;1;1;4
1561;M;North-west;50;Retired;3;Anziani;3;3;3;3;1;1;1;0;0;1;0;4;1;1;0;1;0;0;0;1;4
1562;M;North-east;50;Employed;2;Adulti;4;4;4;4;1;1;1;1;1;1;1;7;1;0;1;1;0;0;0;0;3
1563;M;North-west;50;Employed;2;Adulti;2;3;3;2,67;1;1;1;1;1;1;1;7;1;1;0;0;0;1;0;1;4
1564;M;North-east;50;Employed;2;Adulti;5;5;5;5;1;0;1;0;0;0;1;3;1;1;0;1;1;0;0;1;5
1565;F;Islands;50;Employed;3;Anziani;3;4;4;3,67;1;1;1;0;0;0;0;3;1;1;1;1;1;0;0;1;6
1566;F;North-west;50;Employed;2;Adulti;4;4;3;3,67;1;1;0;0;0;1;0;3;1;1;1;1;0;0;0;1;5
1567;F;North-west;60;Employed;2;Adulti;2;2;4;2,67;0;1;0;0;1;1;0;3;1;0;1;1;0;0;0;1;4
1568;F;North-west;90;Retired;3;Anziani;5;5;5;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;3
1569;F;Islands;80;Retired;3;Anziani;5;4;4;4,33;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;7
1570;F;North-west;50;Employed;2;Adulti;3;4;3;3,33;1;1;1;0;1;1;1;6;1;1;0;1;0;0;2;1;6
1571;F;North-west;70;Retired;3;Anziani;4;5;5;4,67;0;1;0;0;1;1;0;3;1;1;0;1;0;1;0;1;5
1572;F;North-west;60;Retired;3;Anziani;4;3;2;3;0;1;1;0;1;0;0;3;1;1;1;1;1;1;0;1;7
1573;M;North-west;20;Employed;1;Giovani;3;3;3;3;1;1;0;0;0;1;0;3;1;1;1;1;1;1;0;1;7
1574;M;North-west;50;Employed;2;Adulti;5;5;5;5;1;1;0;0;0;0;0;2;1;1;0;1;1;1;0;1;6
1575;M;North-west;50;Retired;3;Anziani;5;3;4;4;0;1;0;0;1;1;0;3;1;1;1;1;1;0;0;1;6
1576;F;Centre;50;Retired;3;Anziani;2;3;3;2,67;1;0;0;0;1;0;0;2;1;1;1;0;0;0;0;1;4
1577;F;North-west;50;Employed;2;Adulti;5;5;5;5;1;1;0;0;0;1;0;3;1;1;1;1;1;0;0;1;6
1578;M;North-west;30;Retired;3;Anziani;1;2;2;1,67;1;1;1;0;0;1;0;4;1;1;1;1;1;1;0;1;7
1579;M;North-east;50;Employed;1;Giovani;5;5;4;4,67;0;1;0;0;0;1;0;2;1;1;0;1;0;0;2;1;6
1580;F;North-west;50;Employed;1;Giovani;5;5;5;5;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;1;5
1581;M;North-east;20;Employed;2;Adulti;5;4;4;4,33;1;1;0;0;1;1;1;5;1;1;0;1;1;0;2;1;7
1582;F;North-east;50;Employed;2;Adulti;5;5;5;5;0;1;1;0;0;0;1;3;1;1;0;1;1;0;0;1;5
1583;F;Centre;30;Homemaker;2;Adulti;5;3;4;4;1;0;0;0;1;0;0;2;1;1;0;1;1;1;2;0;7
1584;M;South;30;Employed;1;Giovani;5;4;3;4;0;1;0;0;0;1;0;2;1;1;0;1;0;1;0;1;5
1585;F;North-west;40;Self-employed;2;Adulti;5;3;4;4;0;1;0;0;0;0;0;1;1;1;0;1;0;0;2;1;6
1586;M;North-west;50;Employed;2;Adulti;2;3;3;2,67;1;1;0;0;0;0;1;3;1;1;1;0;1;1;2;1;8
1587;F;Centre;50;Retired;2;Adulti;3;5;5;4,33;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
1588;F;Centre;50;Employed;1;Giovani;1;3;3;2,33;1;1;0;0;1;1;0;4;1;1;0;0;1;0;0;1;4
1589;M;North-east;20;Employed;2;Adulti;3;3;3;3;1;1;1;0;0;1;0;4;1;1;1;0;1;0;0;1;5
1590;F;North-west;50;Retired;3;Anziani;1;4;3;2,67;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;1;5
1591;F;North-west;50;Employed;2;Adulti;5;5;5;5;1;1;0;0;0;0;1;3;1;1;0;1;1;1;0;1;6
1592;F;North-west;40;Employed;2;Adulti;4;4;4;4;1;1;1;1;0;1;0;5;1;1;0;0;0;0;2;1;5
1593;F;North-west;40;Retired;3;Anziani;4;4;4;4;0;1;1;0;0;0;1;3;1;1;0;1;0;0;0;1;4
1594;M;North-west;20;Self-employed;2;Adulti;3;3;3;3;0;1;1;0;1;1;0;4;1;1;0;1;0;1;2;1;7
1595;F;North-west;50;Employed;2;Adulti;3;3;3;3;1;1;1;0;1;1;0;5;1;1;0;1;0;0;0;1;4
1596;M;North-west;50;Retired;3;Anziani;5;3;4;4;1;1;1;1;1;1;1;7;1;1;1;1;1;1;2;1;9
1597;F;North-west;50;Employed;1;Giovani;3;3;4;3,33;1;0;1;0;1;1;1;5;1;1;0;0;0;1;0;0;3
1598;M;North-west;50;Employed;2;Adulti;3;3;4;3,33;1;0;0;0;0;1;0;2;1;1;0;0;0;0;2;1;5
1599;F;North-west;40;Employed;2;Adulti;4;4;4;4;1;1;1;1;1;1;1;7;1;1;0;1;0;1;0;1;5
1600;F;North-west;70;Retired;3;Anziani;2;5;5;4;1;1;0;0;1;1;0;4;1;0;1;1;0;0;0;1;4
1601;M;North-west;40;Retired;3;Anziani;4;4;4;4;1;1;1;0;0;1;0;4;1;1;0;1;0;0;0;1;4
1602;F;North-west;30;Employed;2;Adulti;4;4;3;3,67;1;1;1;0;0;1;0;4;1;0;0;1;0;0;0;1;3
1603;F;North-west;30;Employed;1;Giovani;5;5;5;5;1;0;1;0;0;0;1;3;1;1;0;1;1;0;0;1;5
1604;M;North-east;50;Retired;3;Anziani;3;4;4;3,67;1;1;1;0;0;0;0;3;0;0;0;0;0;0;1;1;2
1605;F;North-west;50;Employed;2;Adulti;3;4;3;3,33;0;1;1;0;1;1;1;5;1;1;0;0;0;0;0;1;3
1606;M;North-west;50;Employed;2;Adulti;2;3;3;2,67;1;1;1;0;1;1;0;5;1;1;0;0;0;0;0;1;3
1607;F;North-west;70;Homemaker;2;Adulti;5;4;4;4,33;1;0;0;0;0;1;0;2;0;1;0;0;0;0;0;1;2
1608;F;North-west;20;Employed;2;Adulti;5;2;2;3;1;1;1;1;1;0;0;5;1;1;1;0;1;1;2;1;8
1609;F;Islands;50;Employed;2;Adulti;3;3;3;3;1;1;1;0;1;1;0;5;0;1;1;1;1;0;0;1;5
1610;M;North-west;50;Employed;1;Giovani;3;3;3;3;1;1;1;0;1;1;0;5;0;1;1;0;0;0;0;1;3
1611;M;North-west;30;Employed;2;Adulti;2;4;5;3,67;1;1;1;0;1;0;1;5;1;1;0;1;1;0;0;1;5
1612;F;North-east;50;Employed;1;Giovani;3;2;3;2,67;0;1;1;0;1;1;1;5;1;0;0;1;0;0;1;1;4
1613;M;North-west;50;Employed;2;Adulti;2;3;4;3;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;1;5
1614;F;North-west;70;Retired;3;Anziani;5;5;5;5;1;1;0;0;1;1;0;4;1;1;1;1;1;0;0;1;6
1615;F;North-west;70;Retired;3;Anziani;3;4;4;3,67;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
1616;F;North-west;30;Self-employed;2;Adulti;3;2;3;2,67;0;1;1;0;0;0;0;2;1;1;0;1;0;0;0;1;4
1617;M;North-west;50;Self-employed;2;Adulti;2;4;4;3,33;1;1;1;0;1;1;1;6;0;1;1;1;1;1;0;1;6
1618;F;North-west;50;Employed;3;Anziani;1;3;3;2,33;0;1;1;0;1;1;0;4;1;1;1;1;1;0;0;0;5
1619;F;North-west;60;Homemaker;2;Adulti;2;4;5;3,67;1;1;1;0;0;0;0;3;1;1;1;1;1;1;1;0;7
1620;F;North-west;50;Employed;2;Adulti;4;3;4;3,67;0;1;0;0;1;1;0;3;1;0;1;0;1;1;0;1;5
1621;M;North-west;60;Retired;3;Anziani;3;3;2;2,67;1;1;0;0;0;0;0;2;0;1;0;1;0;0;0;1;3
1622;M;North-west;50;Employed;3;Anziani;4;3;1;2,67;1;1;1;0;0;1;1;5;1;1;1;1;1;1;0;1;7
1623;M;North-west;70;Student;1;Giovani;3;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
1624;F;South;50;Student;1;Giovani;3;3;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2
1625;F;North-west;20;Retired;3;Anziani;2;4;4;3,33;0;0;1;0;1;0;1;3;1;1;1;1;0;0;2;1;7
1626;M;Centre;50;Employed;2;Adulti;2;2;3;2,33;0;1;1;0;0;0;1;3;1;1;0;0;0;0;1;1;4
1627;F;North-east;70;Retired;3;Anziani;5;4;4;4,33;0;1;0;0;1;1;0;3;1;1;1;1;1;1;0;1;7
1628;M;North-west;40;Employed;2;Adulti;3;4;3;3,33;1;1;1;1;0;1;0;5;1;1;0;1;1;0;1;1;6
1629;M;North-west;50;Employed;2;Adulti;5;5;5;5;0;1;1;0;1;0;0;3;1;1;0;1;1;0;0;1;5
1630;M;South;50;Student;1;Giovani;3;2;2;2,33;0;0;1;1;1;1;1;5;0;0;0;0;1;1;0;1;3
1631;F;North-west;50;Student;1;Giovani;3;4;2;3;1;1;0;0;0;1;1;4;0;1;0;0;1;1;1;1;5
1632;M;Islands;50;Student;1;Giovani;2;2;2;2;0;1;1;0;1;0;0;3;0;1;1;0;1;1;2;1;7
1633;F;North-west;50;Employed;1;Giovani;2;3;3;2,67;0;1;1;0;1;1;1;5;1;0;0;0;0;0;0;1;2
1634;F;North-east;50;Employed;2;Adulti;5;5;5;5;0;1;1;0;0;0;1;3;1;1;0;1;1;0;0;1;5
1635;M;North-east;90;Retired;3;Anziani;3;4;5;4;0;1;0;0;0;0;0;1;1;0;1;1;1;0;0;1;5
1636;F;North-west;50;Employed;2;Adulti;3;4;4;3,67;1;1;1;0;1;0;0;4;1;1;0;1;1;1;0;1;6
1637;M;Centre;70;Retired;3;Anziani;3;3;3;3;0;1;1;1;1;1;1;6;0;0;0;1;0;1;0;1;3
1638;F;North-west;50;Employed;3;Anziani;4;4;3;3,67;1;1;0;0;0;1;0;3;0;1;1;1;0;0;0;1;4
1639;F;North-west;50;Employed;2;Adulti;5;5;5;5;1;1;0;0;0;1;0;3;1;1;0;1;1;0;0;1;5
1640;F;Centre;70;Retired;3;Anziani;5;4;4;4,33;0;1;0;0;1;1;0;3;1;1;0;1;0;0;0;1;4
1641;M;North-west;50;Employed;3;Anziani;4;4;4;4;1;1;1;0;0;1;0;4;1;0;0;1;0;0;0;1;3
1642;F;North-east;20;Self-employed;2;Adulti;5;3;3;3,67;1;1;1;1;1;1;1;7;1;1;0;1;0;0;0;1;4
1643;F;North-west;50;Employed;1;Giovani;4;3;3;3,33;1;1;0;0;0;1;1;4;1;1;0;1;0;1;0;1;5
1644;M;North-west;50;Employed;3;Anziani;2;2;3;2,33;0;1;1;0;0;1;0;3;1;0;1;1;0;1;2;1;7
1645;M;South;20;Self-employed;2;Adulti;3;3;4;3,33;1;1;1;1;1;1;1;7;1;1;0;0;0;0;0;1;3
1646;F;South;50;Employed;2;Adulti;3;4;4;3,67;1;1;1;0;1;1;1;6;1;1;1;1;1;1;0;1;7
1647;F;North-west;30;Employed;2;Adulti;2;2;3;2,33;1;1;1;1;0;0;0;4;1;1;0;0;1;0;0;1;4
1648;F;North-west;30;Employed;2;Adulti;2;3;4;3;0;1;1;0;1;0;0;3;1;1;0;1;1;1;2;1;8
1649;F;Centre;70;Retired;3;Anziani;3;4;3;3,33;1;1;0;0;1;1;1;5;1;0;0;0;0;0;0;1;2
1650;M;North-west;20;Retired;3;Anziani;4;4;4;4;0;1;0;0;1;1;1;4;1;1;0;1;0;0;0;1;4
1651;F;North-west;20;Retired;3;Anziani;2;4;2;2,67;1;1;0;0;1;1;1;5;1;1;1;0;1;0;0;1;5
1652;F;North-west;50;Employed;2;Adulti;4;3;4;3,67;0;1;0;0;1;1;0;3;1;1;1;1;0;0;2;1;7
1653;F;North-west;50;Employed;2;Adulti;2;3;3;2,67;0;1;1;1;0;0;1;4;1;1;1;1;1;1;1;1;8
1654;F;North-west;70;Homemaker;3;Anziani;4;4;3;3,67;1;1;0;0;1;0;0;3;1;1;1;1;1;1;0;1;7
1655;M;Islands;50;Unemployed;1;Giovani;5;4;4;4,33;1;0;1;0;0;0;0;2;0;1;0;0;0;0;0;1;2
1656;M;North-west;20;Employed;2;Adulti;5;5;5;5;1;1;1;0;0;1;0;4;1;1;0;1;1;1;2;1;8
1657;F;Centre;70;Retired;3;Anziani;2;4;4;3,33;0;1;1;0;1;1;0;4;0;0;0;1;0;0;0;1;2
1658;M;South;30;Employed;2;Adulti;5;3;4;4;1;1;1;0;1;1;1;6;1;1;1;1;1;0;0;1;6
1659;F;Centre;70;Retired;3;Anziani;2;3;2;2,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1660;F;North-east;50;Employed;2;Adulti;5;4;3;4;0;1;0;0;1;1;0;3;1;1;1;1;1;1;0;1;7
1661;M;North-east;40;Employed;2;Adulti;3;3;3;3;1;1;1;1;0;1;0;5;1;1;0;1;1;0;0;1;5
1662;F;North-east;70;Retired;3;Anziani;3;3;3;3;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;3
1663;F;Islands;40;Employed;1;Giovani;3;3;3;3;0;1;1;0;0;1;1;4;0;1;1;0;0;0;0;1;3
1664;M;North-east;40;Employed;3;Anziani;3;3;3;3;0;1;1;1;0;1;1;5;1;1;1;0;1;0;0;1;5
1665;F;North-east;20;Employed;2;Adulti;2;5;4;3,67;0;1;0;0;0;0;0;1;1;1;1;1;0;0;2;1;7
1666;M;South;50;Retired;3;Anziani;2;3;3;2,67;1;1;1;0;1;1;1;6;1;1;0;0;0;0;0;1;3
1667;M;North-east;70;Retired;3;Anziani;4;4;4;4;1;1;0;0;1;1;0;4;1;1;0;1;0;0;0;1;4
1668;F;North-east;70;Retired;3;Anziani;5;5;4;4,67;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;5
1669;M;North-east;50;Employed;2;Adulti;3;3;4;3,33;1;1;1;0;1;1;1;6;1;1;1;1;1;1;0;1;7
1670;F;North-east;70;Retired;3;Anziani;3;4;4;3,67;1;1;0;0;1;1;0;4;1;1;0;1;0;0;0;1;4
1671;F;North-east;50;Homemaker;1;Giovani;2;3;2;2,33;1;0;1;0;0;0;0;2;1;1;0;1;0;1;0;1;5
1672;F;North-east;50;Homemaker;2;Adulti;3;5;5;4,33;1;1;0;0;1;1;0;4;1;1;0;1;1;0;0;1;5
1673;F;North-east;50;Employed;3;Anziani;3;4;4;3,67;1;1;1;0;1;1;0;5;1;1;1;1;1;0;0;1;6
1674;F;North-east;50;Employed;2;Adulti;5;5;5;5;1;0;0;0;1;0;0;2;1;1;0;1;1;0;0;1;5
1675;F;North-east;70;Retired;3;Anziani;3;4;4;3,67;0;1;0;0;1;1;0;3;1;1;0;1;0;0;0;1;4
1676;M;Islands;20;Retired;3;Anziani;4;2;3;3;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;3
1677;M;North-east;70;Retired;3;Anziani;3;3;4;3,33;0;1;1;0;1;1;0;4;1;1;1;1;0;0;0;1;5
1678;M;North-east;30;Student;1;Giovani;3;2;2;2,33;1;1;1;0;1;0;1;5;0;1;0;0;0;0;0;1;2
1679;F;North-east;90;Retired;3;Anziani;3;3;3;3;1;1;0;0;0;1;0;3;0;1;0;1;0;0;0;1;3
1680;M;North-east;50;Self-employed;1;Giovani;5;4;4;4,33;1;1;0;0;0;1;0;3;1;1;1;1;1;0;0;1;6
1681;M;North-east;20;Employed;2;Adulti;3;3;3;3;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;3
1682;M;North-east;20;Self-employed;1;Giovani;3;4;3;3,33;1;1;1;1;1;1;0;6;1;1;0;0;1;0;0;1;4
1683;F;South;50;Employed;1;Giovani;4;3;3;3,33;0;1;0;0;0;1;1;3;1;1;0;1;1;0;0;1;5
1684;F;North-west;50;Employed;1;Giovani;4;2;4;3,33;1;1;1;0;0;1;1;5;1;1;1;1;1;1;0;1;7
1685;M;Islands;50;Employed;2;Adulti;3;3;3;3;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;3
1686;F;North-east;50;Employed;1;Giovani;3;4;4;3,67;1;1;1;0;1;1;1;6;1;1;1;1;1;1;0;1;7
1687;M;South;50;Employed;2;Adulti;5;4;3;4;1;1;1;0;0;1;0;4;0;1;0;1;0;0;0;1;3
1688;M;North-east;50;Employed;3;Anziani;3;3;3;3;0;1;1;1;1;0;1;5;1;1;0;0;0;0;0;1;3
1689;F;South;60;Student;1;Giovani;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1690;M;North-east;70;Retired;3;Anziani;3;3;5;3,67;1;1;0;0;1;1;0;4;1;1;1;1;1;0;0;1;6
1691;M;North-east;20;Self-employed;3;Anziani;3;3;3;3;1;0;0;0;0;1;0;2;1;1;0;0;0;0;2;1;5
1692;M;North-east;50;Employed;1;Giovani;2;4;2;2,67;0;1;1;1;1;1;0;5;1;1;0;0;0;0;2;1;5
1693;M;North-east;60;Retired;3;Anziani;3;2;4;3;0;1;1;1;0;1;0;4;1;1;0;0;0;0;0;1;3
1694;F;North-east;70;Homemaker;3;Anziani;3;4;3;3,33;1;1;0;0;1;1;0;4;0;1;1;1;1;0;0;1;5
1695;F;Centre;30;Employed;1;Giovani;4;4;3;3,67;1;1;1;1;1;1;0;6;1;1;0;1;1;0;1;1;6
1696;F;North-west;50;Employed;2;Adulti;3;4;4;3,67;0;1;1;0;1;1;1;5;1;1;1;1;0;0;1;1;6
1697;F;Islands;30;Employed;2;Adulti;5;4;5;4,67;1;1;1;0;1;1;0;5;1;1;0;0;0;0;2;0;4
1698;F;North-east;50;Employed;1;Giovani;4;4;3;3,67;1;0;0;0;0;0;1;2;1;1;0;0;1;0;0;1;4
1699;M;North-east;50;Employed;2;Adulti;4;3;2;3;1;1;0;0;0;0;0;2;1;1;0;0;1;0;1;1;5
1700;F;North-east;50;Homemaker;3;Anziani;3;4;3;3,33;0;1;0;0;1;1;1;4;1;1;0;1;1;1;0;1;6
1701;F;Centre;20;Employed;2;Adulti;3;3;2;2,67;1;1;1;0;1;1;0;5;1;0;1;1;1;0;2;1;7
1702;M;North-east;50;Retired;3;Anziani;3;3;3;3;1;1;1;0;0;1;0;4;1;1;0;1;0;0;1;1;5
1703;F;North-east;50;Retired;3;Anziani;2;2;2;2;0;1;1;1;0;0;0;3;1;1;1;0;1;0;0;1;5
1704;F;North-east;70;Retired;3;Anziani;5;3;3;3,67;1;1;0;0;1;1;0;4;1;1;1;0;1;0;0;1;5
1705;M;North-east;20;Employed;2;Adulti;3;2;2;2,33;1;1;1;0;1;1;1;6;1;1;0;0;1;1;0;1;5
1706;F;North-west;50;Employed;1;Giovani;5;5;5;5;1;1;1;0;0;0;1;4;1;1;0;1;1;0;0;1;5
1707;F;North-east;50;Retired;3;Anziani;2;3;4;3;1;1;0;0;1;1;0;4;1;1;0;0;1;1;0;1;5
1708;M;North-west;50;Retired;3;Anziani;3;2;3;2,67;0;1;1;1;1;1;0;5;1;1;1;0;0;0;0;1;4
1709;M;North-east;60;Self-employed;1;Giovani;5;4;3;4;0;1;0;0;1;1;0;3;1;1;1;1;1;1;2;1;9
1710;M;North-east;30;Student;1;Giovani;3;3;3;3;0;1;0;0;1;1;0;3;1;1;0;1;1;0;0;1;5
1711;F;North-east;50;Retired;3;Anziani;3;3;3;3;1;1;0;0;0;1;0;3;1;1;0;1;0;0;0;1;4
1712;F;North-east;50;Employed;2;Adulti;2;4;4;3,33;1;1;0;0;1;1;1;5;1;1;1;1;0;0;0;1;5
1713;M;South;50;Self-employed;1;Giovani;3;4;3;3,33;0;0;0;0;1;1;1;3;1;1;0;1;1;0;1;1;6
1714;M;North-east;50;Retired;3;Anziani;3;3;3;3;1;1;1;0;1;1;0;5;1;1;0;0;1;0;0;1;4
1715;F;North-east;20;Employed;2;Adulti;4;4;2;3,33;0;0;1;1;0;1;0;3;1;1;0;0;0;0;2;1;5
1716;F;Centre;70;Unemployed;2;Adulti;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1717;M;North-west;50;Unable to work;1;Giovani;3;3;3;3;1;1;1;1;1;0;1;6;0;1;0;0;0;0;1;1;3
1718;F;Centre;60;Retired;3;Anziani;2;3;3;2,67;0;1;1;1;0;0;0;3;1;1;0;0;0;0;0;1;3
1719;F;North-east;50;Employed;1;Giovani;5;5;5;5;1;0;0;0;0;0;1;2;1;1;0;1;1;0;0;1;5
1720;M;North-east;20;Self-employed;2;Adulti;3;3;2;2,67;0;1;0;0;1;1;0;3;1;1;1;1;0;0;0;1;5
1721;F;North-east;60;Student;1;Giovani;4;3;3;3,33;1;1;1;1;1;1;1;7;0;1;1;0;0;1;1;1;5
1722;F;North-east;50;Self-employed;2;Adulti;3;5;3;3,67;0;1;0;0;0;1;0;2;1;1;0;0;1;0;0;1;4
1723;M;North-west;50;Employed;1;Giovani;3;3;3;3;1;1;1;0;1;1;0;5;0;1;0;1;0;0;0;1;3
1724;M;North-east;50;Employed;2;Adulti;3;5;5;4,33;1;1;1;0;1;1;0;5;1;1;1;1;1;0;1;1;7
1725;M;North-east;50;Employed;2;Adulti;3;4;4;3,67;1;1;1;0;1;1;1;6;1;1;0;0;0;0;0;1;3
1726;F;North-west;30;Unemployed;1;Giovani;4;4;3;3,67;0;0;0;0;0;1;1;2;1;1;0;0;0;0;0;1;3
1727;F;North-east;70;Retired;3;Anziani;2;4;3;3;1;0;0;0;1;0;0;2;1;1;1;1;1;0;0;1;6
1728;F;North-east;20;Employed;2;Adulti;3;4;3;3,33;1;1;0;0;1;1;1;5;1;1;1;1;1;1;0;1;7
1729;F;Centre;70;Retired;3;Anziani;5;4;5;4,67;0;1;0;0;1;1;0;3;1;1;0;1;0;1;0;1;5
1730;F;North-east;70;Retired;3;Anziani;2;4;5;3,67;1;1;0;0;1;1;0;4;1;1;1;1;1;0;0;0;5
1731;F;North-east;50;Employed;2;Adulti;4;3;3;3,33;0;1;1;0;0;0;0;2;1;1;0;1;1;1;0;1;6
1732;F;North-east;70;Homemaker;3;Anziani;4;4;3;3,67;1;1;0;0;0;1;0;3;1;1;1;1;1;0;0;0;5
1733;M;North-west;70;Retired;3;Anziani;3;2;2;2,33;1;1;0;0;1;1;0;4;1;1;1;1;1;1;0;1;7
1734;F;North-east;20;Employed;2;Adulti;3;3;3;3;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;1;5
1735;F;North-east;20;Retired;3;Anziani;3;3;3;3;1;1;1;0;1;1;1;6;0;1;0;1;0;0;0;1;3
1736;F;North-west;50;Employed;2;Adulti;5;5;5;5;1;0;0;0;0;0;1;2;1;1;0;1;1;0;0;1;5
1737;F;North-east;70;Retired;3;Anziani;4;4;3;3,67;1;1;0;0;0;1;0;3;0;1;0;1;0;0;0;1;3
1738;F;North-east;50;Self-employed;2;Adulti;3;2;4;3;0;1;0;0;1;1;0;3;1;1;1;1;1;0;0;1;6
1739;F;North-east;50;Employed;2;Adulti;2;3;3;2,67;0;1;1;0;1;1;0;4;1;1;0;0;0;0;0;1;3
1740;M;Islands;50;Employed;2;Adulti;3;4;4;3,67;0;1;1;0;1;1;1;5;1;1;1;1;1;0;1;1;7
1741;M;North-east;60;Self-employed;2;Adulti;4;3;3;3,33;1;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;6
1742;F;North-west;10;Self-employed;2;Adulti;3;4;4;3,67;0;1;1;0;1;1;0;4;1;1;0;1;1;1;2;1;8
